"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2051","Special Education Teachers, Preschool",16,57386,"25","Education, Training, and Library"
"13380","Bellingham, WA","25-2054","Special Education Teachers, Secondary School",41,60728,"25","Education, Training, and Library"
"14740","Bremerton-Silverdale, WA","25-2054","Special Education Teachers, Secondary School",67,65315,"25","Education, Training, and Library"
"28420","Kennewick-Richland, WA","25-2054","Special Education Teachers, Secondary School",70,60373,"25","Education, Training, and Library"
"30300","Lewiston, ID-WA","25-2054","Special Education Teachers, Secondary School",11,51847,"25","Education, Training, and Library"
"31020","Longview, WA","25-2054","Special Education Teachers, Secondary School",27,60060,"25","Education, Training, and Library"
"34580","Mount Vernon-Anacortes, WA","25-2054","Special Education Teachers, Secondary School",40,60951,"25","Education, Training, and Library"
"36500","Olympia-Tumwater, WA","25-2054","Special Education Teachers, Secondary School",84,63816,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-2054","Special Education Teachers, Secondary School",677,77386,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-2054","Special Education Teachers, Secondary School",748,63857,"25","Education, Training, and Library"
"44060","Spokane-Spokane Valley, WA","25-2054","Special Education Teachers, Secondary School",166,60161,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-2054","Special Education Teachers, Secondary School",222,65001,"25","Education, Training, and Library"
"47460","Walla Walla, WA","25-2054","Special Education Teachers, Secondary School",17,63422,"25","Education, Training, and Library"
"48300","Wenatchee, WA","25-2054","Special Education Teachers, Secondary School",33,57153,"25","Education, Training, and Library"
"49420","Yakima, WA","25-2054","Special Education Teachers, Secondary School",66,59280,"25","Education, Training, and Library"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","25-2054","Special Education Teachers, Secondary School",54,58480,"25","Education, Training, and Library"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-2054","Special Education Teachers, Secondary School",54,61822,"25","Education, Training, and Library"
"530003","Central WA Nonmetropolitan Area (NMA)","25-2054","Special Education Teachers, Secondary School",24,56424,"25","Education, Training, and Library"
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2054","Special Education Teachers, Secondary School",56,60525,"25","Education, Training, and Library"
"13380","Bellingham, WA","29-1127","Speech-Language Pathologists",95,75867,"29","Healthcare Practitioners and Technical"
"14740","Bremerton-Silverdale, WA","29-1127","Speech-Language Pathologists",82,72697,"29","Healthcare Practitioners and Technical"
"28420","Kennewick-Richland, WA","29-1127","Speech-Language Pathologists",88,69477,"29","Healthcare Practitioners and Technical"
"30300","Lewiston, ID-WA","29-1127","Speech-Language Pathologists",20,67351,"29","Healthcare Practitioners and Technical"
"31020","Longview, WA","29-1127","Speech-Language Pathologists",37,68151,"29","Healthcare Practitioners and Technical"
"34580","Mount Vernon-Anacortes, WA","29-1127","Speech-Language Pathologists",43,69720,"29","Healthcare Practitioners and Technical"
"36500","Olympia-Tumwater, WA","29-1127","Speech-Language Pathologists",125,71462,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1127","Speech-Language Pathologists",1030,84646,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1127","Speech-Language Pathologists",1457,77801,"29","Healthcare Practitioners and Technical"
"44060","Spokane-Spokane Valley, WA","29-1127","Speech-Language Pathologists",202,69163,"29","Healthcare Practitioners and Technical"
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1127","Speech-Language Pathologists",301,72849,"29","Healthcare Practitioners and Technical"
"47460","Walla Walla, WA","29-1127","Speech-Language Pathologists",21,80890,"29","Healthcare Practitioners and Technical"
"49420","Yakima, WA","29-1127","Speech-Language Pathologists",62,76940,"29","Healthcare Practitioners and Technical"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-1127","Speech-Language Pathologists",67,71280,"29","Healthcare Practitioners and Technical"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-1127","Speech-Language Pathologists",34,74885,"29","Healthcare Practitioners and Technical"
"530003","Central WA Nonmetropolitan Area (NMA)","29-1127","Speech-Language Pathologists",15,90337,"29","Healthcare Practitioners and Technical"
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-1127","Speech-Language Pathologists",23,64981,"29","Healthcare Practitioners and Technical"
"28420","Kennewick-Richland, WA","51-8021","Stationary Engineers & Boiler Operators",62,72041,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-8021","Stationary Engineers & Boiler Operators",157,65711,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-8021","Stationary Engineers & Boiler Operators",150,76359,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-8021","Stationary Engineers & Boiler Operators",57,64986,"51","Production"
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-8021","Stationary Engineers & Boiler Operators",68,63822,"51","Production"
