"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-3021","Billing/Posting Clerks & Machine Operators",3352.3,41926
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-3021","Billing/Posting Clerks & Machine Operators",4712.9,45776
"44060","Spokane-Spokane Valley, WA","43-3021","Billing/Posting Clerks & Machine Operators",1447.1,34738
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-3021","Billing/Posting Clerks & Machine Operators",NA,35861
"47460","Walla Walla, WA","43-3021","Billing/Posting Clerks & Machine Operators",127.2,38934
"48300","Wenatchee, WA","43-3021","Billing/Posting Clerks & Machine Operators",91.8,36412
"49420","Yakima, WA","43-3021","Billing/Posting Clerks & Machine Operators",301.7,38403
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-3021","Billing/Posting Clerks & Machine Operators",149.6,37198
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-3021","Billing/Posting Clerks & Machine Operators",178.1,40629
"530003","Central WA Nonmetropolitan Area (NMA)","43-3021","Billing/Posting Clerks & Machine Operators",82,38710
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-3021","Billing/Posting Clerks & Machine Operators",99.4,38914
"53","Washington","19-1021","Biochemists & Biophysicists",296.9,83127
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-1021","Biochemists & Biophysicists",115.1,83755
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-1021","Biochemists & Biophysicists",228.8,81406
"53","Washington","25-1042","Biological Science Teachers, Postsecondary",1123.1,82884
"13380","Bellingham, WA","25-1042","Biological Science Teachers, Postsecondary",48.7,70530
"36500","Olympia-Tumwater, WA","25-1042","Biological Science Teachers, Postsecondary",30.6,51432
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1042","Biological Science Teachers, Postsecondary",243.7,87188
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1042","Biological Science Teachers, Postsecondary",600.1,100656
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1042","Biological Science Teachers, Postsecondary",88.8,64161
"53","Washington","19-1029","Biological Scientists, All Other",1183.6,78216
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-1029","Biological Scientists, All Other",345.7,74500
